2025-08-23 07:39:57,882 - __main__ - INFO - Starting Telegram bot...
2025-08-23 07:39:58,500 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/getMe "HTTP/1.1 200 OK"
2025-08-23 07:39:58,687 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/deleteWebhook "HTTP/1.1 200 OK"
2025-08-23 07:39:58,689 - telegram.ext.Application - INFO - Application started
2025-08-23 07:40:07,252 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/getUpdates "HTTP/1.1 200 OK"
2025-08-23 07:40:07,255 - bot_handlers - INFO - Skipping mandatory channel subscription check for user 2018954602
2025-08-23 07:40:07,830 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/sendMessage "HTTP/1.1 200 OK"
2025-08-23 07:40:08,035 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:08,221 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/getFile "HTTP/1.1 200 OK"
2025-08-23 07:40:08,590 - httpx - INFO - HTTP Request: GET https://api.telegram.org/file/bot7597594995%3AAAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/documents/file_3.pdf "HTTP/1.1 200 OK"
2025-08-23 07:40:09,144 - bot_handlers - INFO - Downloaded file: فيزياء النفط.pdf -> /tmp/telegram_bot/ac160da14921494c9d1eb823fe9ccbf0.pdf
2025-08-23 07:40:09,349 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:09,365 - pdfminer.pdfinterp - WARNING - Cannot set gray non-stroke color because /'P21' is an invalid float value
2025-08-23 07:40:09,399 - pdfminer.pdfinterp - WARNING - Cannot set gray non-stroke color because /'P29' is an invalid float value
2025-08-23 07:40:09,442 - pdfminer.pdfinterp - WARNING - Cannot set gray non-stroke color because /'P37' is an invalid float value
2025-08-23 07:40:09,759 - file_handlers - INFO - Extracted 83 lines from PDF
2025-08-23 07:40:09,976 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:10,185 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:12,599 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/getUpdates "HTTP/1.1 200 OK"
2025-08-23 07:40:12,792 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/answerCallbackQuery "HTTP/1.1 200 OK"
2025-08-23 07:40:12,992 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:13,204 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:13,905 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/editMessageText "HTTP/1.1 200 OK"
2025-08-23 07:40:22,812 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/getUpdates "HTTP/1.1 200 OK"
2025-08-23 07:40:32,999 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7597594995:AAHdB4ddDHrcerFeNG6TZ8fOwTcmSoZhv1E/getUpdates "HTTP/1.1 200 OK"
